Ybrest,YLeHavre,ThetaS,PhiS,RS,ThetaL,PhiL,RL,cos(ThetaS),sin(ThetaS),cos(ThetaL),sin(ThetaL),delta,VRS,VRL 
101,101,120.6576507,-0.0007053,1.015858074,329.7990674,-3.6725664,0.002405143,-0.509907232,0.860229397,0.864266614,-0.503034014,-0.873420443,-0.1466491,0.0355074 
100,101,121.6122926,-0.0006708,1.015771764,344.6556066,-2.6676732,0.002430592,-0.524168629,0.851614495,0.964352677,-0.26462032,-0.730837921,-0.1523034,0.0518026 
95,98,122.5671708,-0.0006313,1.01568206,359.1055855,-1.5139869,0.002463934,-0.53828799,0.842760962,0.999878159,-0.015609844,-0.551377772,-0.1584169,0.0627178 
84,90,123.5223054,-0.0005888,1.015588677,13.1032905,-0.3008736,0.002501937,-0.552261577,0.833670888,0.973962949,0.226707243,-0.348883086,-0.1650483,0.067976 
71,78,124.4777114,-0.0005457,1.015491312,26.6527359,0.8928301,0.002541451,-0.566085601,0.824346464,0.893741734,0.448581891,-0.136147431,-0.1722043,0.0680864 
57,64,125.433399,-0.0005039,1.015389669,39.7929028,2.0035134,0.002579777,-0.57975623,0.814789981,0.768362808,0.640014528,0.0760143,-0.1798547,0.0640523 
46,51,126.3893744,-0.0004651,1.015283477,52.5824101,2.9827826,0.002614865,-0.593269607,0.805003834,0.607619698,0.794228118,0.27887438,-0.187948,0.0570775 
41,42,127.3456407,-0.0004309,1.015172497,65.0869111,3.7951971,0.002645362,-0.606621867,0.79499051,0.421243012,0.906947807,0.465479678,-0.1964226,0.0483359 
40,40,128.3021986,-0.0004023,1.015056529,77.3702325,4.4156465,0.002670545,-0.619809145,0.784752587,0.218650241,0.975803296,0.630242742,-0.2052129,0.0388195 
45,45,129.259047,-0.0003802,1.014935409,89.4890729,4.8273566,0.002690192,-0.632827597,0.77429273,0.008917242,0.999960241,0.768618868,-0.2142525,0.0292568 
53,53,130.2161831,-0.0003652,1.014809011,101.490686,5.0207941,0.002704415,-0.645673395,0.76361369,-0.199208635,0.979957101,0.876932373,-0.223475,0.0200849 
61,61,131.1736032,-0.0003574,1.014677251,113.4129525,4.9933104,0.002713498,-0.658342744,0.752718295,-0.397355352,0.917664821,0.952339112,-0.2328135,0.0114636 
68,68,132.1313027,-0.0003568,1.01454008,125.2862939,4.7491758,0.002717749,-0.670831886,0.741609453,-0.577662374,0.8162758,0.992872189,-0.2422001,0.0033236 
74,74,133.0892764,-0.000363,1.01439749,137.1368807,4.2996425,0.002717387,-0.683137103,0.730290147,-0.73298092,0.680249198,0.997505749,-0.2515663,-0.0045612 
77,77,134.0475189,-0.0003754,1.014249514,148.990541,3.6627783,0.002712473,-0.695254724,0.71876343,-0.857082261,0.515179578,0.966182732,-0.2608424,-0.0124825 
79,79,135.0060246,-0.0003929,1.014096223,160.8767352,2.8629887,0.00270291,-0.707181129,0.707032426,-0.944815968,0.327601566,0.899780953,-0.2699588,-0.0206991 
78,79,135.9647886,-0.0004146,1.01393773,172.8319801,1.9303338,0.00268848,-0.718912759,0.695100313,-0.992184503,0.124779457,0.800028338,-0.2788458,-0.0293412 
76,77,136.9238061,-0.000439,1.013774187,184.9021748,0.8998783,0.002668948,-0.73044611,0.682970336,-0.996342053,-0.085454742,0.669411124,-0.2874341,-0.0383292 
70,73,137.8830736,-0.0004647,1.013605786,197.1433624,-0.188653,0.002644201,-0.74177775,0.670645785,-0.955570206,-0.294763601,0.511138751,-0.2956545,-0.0473152 
63,67,138.8425887,-0.0004899,1.013432761,209.6204771,-1.2907367,0.002614412,-0.752904313,0.658129998,-0.869318343,-0.494252586,0.329231076,-0.303438,-0.0556575 
55,59,139.8023506,-0.000513,1.013255383,222.4035776,-2.3564814,0.002580205,-0.763822508,0.645426352,-0.738413235,-0.674348496,0.12877436,-0.3107162,-0.0624368 
46,50,140.762361,-0.0005321,1.013073964,235.5609955,-3.3300403,0.002542801,-0.774529126,0.632538246,-0.565528574,-0.824728702,-0.083654094,-0.3174241,-0.0665269 
40,42,141.7226242,-0.0005455,1.012888848,249.1489707,-4.1498928,0.002504101,-0.785021039,0.619469101,-0.355939405,-0.934509037,-0.299479552,-0.3235065,-0.0667348 
40,40,142.6831484,-0.0005517,1.01270041,263.1980549,-4.7513446,0.002466659,-0.795295216,0.606222335,-0.118437678,-0.992961488,-0.507762514,-0.3289278,-0.0620213 
46,46,143.6439464,-0.0005493,1.012509033,277.6981921,-5.072683,0.002433521,-0.805348718,0.592801351,0.133954916,-0.990987427,-0.695339106,-0.3336869,-0.0517891 
61,61,144.605036,-0.0005375,1.012315088,292.5867904,-5.065537,0.002407875,-0.815178708,0.579209525,0.384082465,-0.923298792,-0.847879303,-0.3378335,-0.0361831 
77,77,145.5664404,-0.0005163,1.0121189,307.7459505,-4.7077038,0.002392556,-0.824782441,0.565450197,0.612161395,-0.790732842,-0.95202001,-0.3414777,-0.0162881 
93,93,146.5281869,-0.000486,1.011920713,323.0139097,-4.0137635,0.002389507,-0.834157249,0.551526685,0.798781589,-0.601621121,-0.998119555,-0.3447868,0.005911 
104,104,147.4903055,-0.0004481,1.011720663,338.2103143,-3.0376489,0.002399338,-0.843300522,0.537442303,0.928552665,-0.371200685,-0.982547898,-0.3479634,0.0278733 
109,109,148.4528264,-0.0004044,1.011518767,353.1676606,-1.8642406,0.002421165,-0.852209684,0.523200396,0.992898519,-0.118964408,-0.908399959,-0.3512118,0.0470624 
108,109,149.4157774,-0.0003571,1.011314932,7.7577251,-0.592873,0.002452777,-0.860882168,0.508804376,0.990847707,0.134984526,-0.784322404,-0.3547026,0.0615031 
100,105,150.3791823,-0.0003086,1.011108982,21.9050646,0.6802238,0.002491075,-0.869315405,0.494257754,0.92780328,0.373069796,-0.622161044,-0.3585527,0.0701178 
87,94,151.3430597,-0.0002611,1.010900689,35.5866806,1.8742609,0.002532611,-0.87750682,0.479564157,0.813236064,0.581933935,-0.434545535,-0.3628209,0.0727668 
70,79,152.3074236,-0.0002167,1.010689806,48.8223003,2.9288201,0.002574086,-0.885453846,0.464727325,0.65839656,0.752671223,-0.233192883,-0.3675187,0.0700615 
53,61,153.2722833,-0.0001769,1.01047609,61.6610059,3.80293,0.002612707,-0.893153927,0.449751112,0.47468733,0.880154497,-0.028118389,-0.3726249,0.0630835 
38,45,154.2376445,-0.0001431,1.010259317,74.1683952,4.4712293,0.002646371,-0.900604533,0.434639478,0.272810973,0.962067655,0.172457785,-0.3781003,0.053115 
31,33,155.2035101,-0.0001161,1.010039286,86.4162722,4.9196837,0.002673725,-0.907803174,0.419396469,0.062507074,0.998044521,0.361832228,-0.3838973,0.0414304 
31,31,156.1698804,-0.0000964,1.009815826,98.4753069,5.142218,0.002694111,-0.914747403,0.404026222,-0.147383155,0.989079474,0.534432402,-0.3899661,0.0291572 
38,38,157.1367538,-0.0000843,1.009588795,110.4103656,5.1387048,0.002707462,-0.921434829,0.388532953,-0.348741609,0.937218913,0.685483096,-0.3962563,0.0171924 
50,50,158.1041271,-0.0000798,1.009358079,122.2780262,4.9142035,0.00271415,-0.927863118,0.372920948,-0.534028139,0.845466703,0.810797259,-0.4027163,0.0061619 
61,61,159.0719955,-0.0000824,1.009123596,134.1258563,4.4790954,0.002714827,-0.93403,0.357194568,-0.6962368,0.717812175,0.906704668,-0.4092925,-0.00359 
71,71,160.0403529,-0.0000916,1.008885295,145.9931237,3.8496767,0.002710267,-0.939933269,0.341358242,-0.828970456,0.559292396,0.970095979,-0.4159271,-0.0119823 
78,78,161.0091922,-0.0001063,1.008643161,157.9126499,3.048788,0.002701223,-0.945570796,0.325416457,-0.926611672,0.376019693,0.998539932,-0.4225567,-0.0191531 
84,84,161.978505,-0.0001256,1.008397216,169.9134712,2.1061479,0.002688324,-0.950940519,0.30937377,-0.984544384,0.175135248,0.9904254,-0.4291122,-0.0253889 
86,86,162.9482828,-0.0001479,1.008147524,182.0238775,1.0582064,0.00267201,-0.956040461,0.29323478,-0.999376196,-0.035315981,0.945088206,-0.4355184,-0.0310327 
86,87,163.9185163,-0.0001718,1.007894194,194.2743001,-0.0524817,0.002652533,-0.960868724,0.277004143,-0.969126425,-0.246564338,0.862903928,-0.4416957,-0.0363791 
83,85,164.8891966,-0.0001956,1.007637383,206.6994541,-1.1782129,0.002630014,-0.965423494,0.260686549,-0.893375669,-0.449310487,0.74535666,-0.447561,-0.0415705 
77,80,165.8603154,-0.0002175,1.007377294,219.3391223,-2.2672115,0.002604558,-0.969703048,0.244286713,-0.773407549,-0.633909113,0.595120084,-0.4530299,-0.0465112 
68,73,166.8318655,-0.0002357,1.007114182,232.2369963,-3.2647094,0.002576406,-0.973705751,0.227809371,-0.612396717,-0.790550606,0.416199369,-0.4580184,-0.0508168 
57,63,167.8038413,-0.0002485,1.006848347,245.4370735,-4.11416,0.002546105,-0.97743006,0.211259267,-0.41569238,-0.909505275,0.21416881,-0.4624456,-0.0538138 
45,51,168.7762399,-0.0002544,1.006580135,258.977315,-4.7590592,0.002514664,-0.980874524,0.194641129,-0.191197634,-0.98155156,-0.003509415,-0.4662382,-0.0546053 
36,40,169.7490612,-0.0002521,1.00630993,272.8807474,-5.1461498,0.002483638,-0.984037782,0.177959669,0.050257346,-0.998736301,-0.227189909,-0.4693373,-0.0522136 
37,36,170.7223094,-0.0002406,1.006038145,287.1450863,-5.2308034,0.002455123,-0.986918566,0.161219554,0.294792352,-0.955561337,-0.444991218,-0.4717089,-0.0457987 
45,45,171.6959933,-0.0002197,1.005765201,301.7332585,-4.9847735,0.002431594,-0.989515692,0.144425398,0.525965433,-0.850505945,-0.643285709,-0.4733572,-0.0349298 
63,63,172.6701269,-0.0001897,1.005491501,316.5683798,-4.4051004,0.00241559,-0.991828058,0.127581749,0.726195373,-0.687488386,-0.807971917,-0.4743367,-0.0198448 
82,82,173.6447292,-0.0001514,1.005217404,331.5367676,-3.5211178,0.002409284,-0.993854637,0.110693092,0.879123132,-0.476594711,-0.926476343,-0.4747584,-0.0015947 
98,98,174.6198234,-0.0001065,1.004943186,346.5004776,-2.3955798,0.002414015,-0.995594465,0.09376386,0.972371866,-0.233437258,-0.989976026,-0.4747834,0.0180297 
108,108,175.5954349,-0.0000571,1.004669023,1.3170363,-1.1174179,0.002429948,-0.997046636,0.076798469,0.999735819,0.022984596,-0.995018054,-0.4746013,0.0368169 
112,112,176.5715895,-0.0000055,1.004394979,15.8606652,0.2125158,0.002455962,-0.998210298,0.05980135,0.961929162,0.273298898,-0.943863952,-0.4744007,0.0526081 
108,110,177.5483108,0.0000456,1.004121017,30.0387391,1.4976707,0.002489813,-0.999084646,0.042776992,0.865687143,0.500585427,-0.843481194,-0.4743403,0.0637454 
99,104,178.525619,0.0000943,1.003847021,43.7997893,2.6582933,0.002528517,-0.99966893,0.025729963,0.721762773,0.69214052,-0.703715069,-0.4745327,0.0693358 
84,92,179.50353,0.0001384,1.003572825,57.1330518,3.6371566,0.002568807,-0.999962459,0.008664928,0.542690014,0.839933062,-0.535391682,-0.4750416,0.0692849 
67,75,180.4820555,0.0001765,1.003298237,70.0621308,4.3990231,0.00260756,-0.999964607,-0.008413356,0.341000952,0.94006295,-0.348897968,-0.4758899,0.0641549 
49,58,181.4612029,0.0002076,1.003023061,82.635984,4.9264061,0.002642118,-0.999674821,-0.025500037,0.128172763,0.991751855,-0.153420793,-0.4770722,0.054946 
33,41,182.4409763,0.0002311,1.002747112,94.9197369,5.2143299,0.002670472,-0.999092626,-0.042590187,-0.085760133,0.996315813,0.04324904,-0.4785671,0.0428817 
25,28,183.4213771,0.0002465,1.002470216,106.9867101,5.2658676,0.002691342,-0.998217631,-0.059678813,-0.29214988,0.956372547,0.234553982,-0.4803452,0.029234 
28,26,184.4024042,0.000254,1.002192218,118.9121331,5.0892144,0.002704164,-0.997049532,-0.076760866,-0.483467763,0.875362166,0.414847749,-0.4823745,0.015199 
35,35,185.3840542,0.0002539,1.001912984,130.7684847,4.696364,0.002709022,-0.995588117,-0.093831238,-0.653004123,0.757354352,0.579059649,-0.4846219,0.0018097 
48,48,186.3663221,0.0002467,1.001632398,142.6222049,4.103106,0.002706536,-0.993833268,-0.110884786,-0.794649949,0.60706792,0.722434959,-0.4870524,-0.0101226 
61,61,187.3492007,0.0002334,1.001350364,154.5315252,3.329924,0.002697718,-0.991784965,-0.127916316,-0.902822023,0.430014413,0.840399449,-0.4896264,-0.020048 
71,71,188.3326811,0.000215,1.001066813,166.5452526,2.4033103,0.00268382,-0.989443288,-0.144920596,-0.972553994,0.232677307,0.928567288,-0.4922973,-0.0276985 
81,81,189.3167525,0.000193,1.000781705,178.7024245,1.3569929,0.002666163,-0.986808423,-0.161892357,-0.999743568,0.022645029,0.982889318,-0.4950083,-0.0330847 
87,87,190.3014025,0.0001688,1.000495036,191.0327839,0.2325882,0.002645992,-0.983880661,-0.178826299,-0.981517844,-0.191370638,0.999918528,-0.4976903,-0.0364619 
90,90,191.2866174,0.0001441,1.000206846,203.5579792,-0.9207041,0.00262435,-0.980660399,-0.195717096,-0.9166561,-0.399676863,0.977151932,-0.5002619,-0.03826 
90,90,192.2723824,0.0001209,0.999917225,216.2932715,-2.0475424,0.002602005,-0.977148145,-0.212559408,-0.805997799,-0.591918531,0.913397107,-0.5026304,-0.0389791 
87,89,193.2586824,0.000101,0.999626318,229.2493841,-3.0889396,0.002579444,-0.973344515,-0.229347891,-0.652767896,-0.757557968,0.809112373,-0.5046959,-0.0390654 
80,84,194.2455027,0.0000861,0.99933433,242.4339913,-3.9855088,0.002556946,-0.969250228,-0.246077215,-0.462770204,-0.886478278,0.666682232,-0.5063552,-0.0387896 
70,75,195.2328297,0.0000778,0.999041526,255.8522965,-4.6810856,0.002534702,-0.964866105,-0.262742077,-0.244422426,-0.969668849,0.490607722,-0.507508,-0.0381559 
57,64,196.2206517,0.0000774,0.998748225,269.5062355,-5.1264784,0.002512992,-0.960193064,-0.279337216,-0.00861771,-0.999962867,0.287601509,-0.5080624,-0.0368704 
45,51,197.2089599,0.0000858,0.998454795,283.392091,-5.2833269,0.00249234,-0.955232108,-0.295857433,0.231613621,-0.972807859,0.066567668,-0.5079418,-0.0343843 
37,40,198.1977492,0.0001034,0.998161644,297.4967309,-5.1281932,0.002473633,-0.949984321,-0.3122976,0.461698003,-0.887037178,-0.161586282,-0.5070922,-0.0300197 
40,38,199.1870185,0.0001302,0.9978692,311.7932203,-4.6568529,0.002458142,-0.944450857,-0.328652671,0.666444255,-0.745554864,-0.38439525,-0.5054905,-0.0231633 
50,50,200.1767716,0.0001653,0.997577895,326.2370935,-3.8882018,0.002447419,-0.938632934,-0.344917694,0.831344443,-0.555757517,-0.588636672,-0.5031531,-0.0134943 
67,67,201.1670175,0.0002075,0.997288139,340.7648682,-2.866431,0.002443066,-0.932531817,-0.361087815,0.944174543,-0.329445644,-0.761513994,-0.5001422,-0.0011872 
84,84,202.1577694,0.0002549,0.997000292,355.296182,-1.6596775,0.002446411,-0.926148826,-0.377158259,0.996631924,-0.082004921,-0.892100653,-0.4965661,0.0129862 
97,97,203.1490442,0.0003052,0.996714638,9.7400983,-0.3538899,0.002458176,-0.919485327,-0.393124324,0.985585311,0.16917918,-0.972739682,-0.4925708,0.0277154 
104,104,204.140861,0.0003562,0.996431373,24.0048187,0.9576381,0.00247822,-0.912542741,-0.408981352,0.913511247,0.406813473,-0.999997181,-0.4883221,0.0413766 
105,105,205.1332392,0.0004053,0.996150596,38.0088009,2.1865125,0.002505452,-0.905322554,-0.424724702,0.787916176,0.61578251,-0.974856328,-0.4839837,0.0523595 
101,101,206.1261965,0.0004506,0.995872315,51.690702,3.2596603,0.002537933,-0.897826335,-0.440349716,0.619906378,0.784675782,-0.902100029,-0.479697,0.0593831 
91,94,207.1197484,0.0004903,0.995596469,65.0159917,4.1251631,0.002573133,-0.890055737,-0.455851714,0.422365288,0.906425708,-0.78912436,-0.4755688,0.0617029 
78,85,208.1139065,0.000523,0.995322943,77.9792546,4.7528633,0.002608264,-0.882012519,-0.471225972,0.20826584,0.978072257,-0.644586129,-0.471669,0.0591708 
63,71,209.1086792,0.000548,0.995051594,90.6025222,5.1310747,0.002640614,-0.873698543,-0.486467734,-0.010515802,0.999944707,-0.477253195,-0.4680349,0.0521734 
48,56,210.1040713,0.0005648,0.994782264,102.930852,5.2615563,0.002667815,-0.865115782,-0.501572211,-0.223774962,0.97464084,-0.29526151,-0.4646803,0.0415028 
35,41,211.1000846,0.0005734,0.99451479,115.0265845,5.1546321,0.002688044,-0.856266322,-0.516534593,-0.423038731,0.9061116,-0.105804168,-0.4616043,0.0282117 
27,30,212.0967182,0.0005739,0.994249014,126.9634125,4.8255677,0.002700123,-0.847152358,-0.531350057,-0.601304914,0.79901965,0.084837739,-0.4587984,0.0134829 
27,26,213.0939688,0.0005671,0.993984784,138.8208979,4.2925854,0.002703572,-0.837776197,-0.546013776,-0.752655107,0.658414983,0.271052883,-0.4562508,-0.0014779 
33,33,214.0918309,0.0005536,0.993721953,150.6796169,3.5764422,0.002698592,-0.828140261,-0.560520926,-0.871895118,0.489692661,0.447568467,-0.4539481,-0.0155292 
45,45,215.0902967,0.0005346,0.993460386,162.6168288,2.7012608,0.002686005,-0.818247085,-0.574866686,-0.954328121,0.298760502,0.609128744,-0.451874,-0.0276695 
57,57,216.0893563,0.0005114,0.993199955,174.7024662,1.6961903,0.002667155,-0.808099324,-0.589046249,-0.995728673,0.092327728,0.750262365,-0.4500069,-0.037108 
68,68,217.0889972,0.0004853,0.99294055,186.9953096,0.5973564,0.002643765,-0.797699751,-0.603054813,-0.992556125,-0.12178809,0.865206668,-0.4483147,-0.0433317 
77,77,218.0892047,0.0004582,0.992682084,199.5394054,-0.5505708,0.002617761,-0.787051266,-0.616887595,-0.942411691,-0.334455086,0.948047508,-0.4467503,-0.0461604 
84,84,219.0899614,0.0004318,0.992424499,212.3610563,-1.6939627,0.002591069,-0.776156894,-0.630539829,-0.84469193,-0.535252785,0.993111664,-0.4452472,-0.0457725 
89,89,220.0912476,0.0004081,0.992167785,225.4669778,-2.7716917,0.002565412,-0.765019787,-0.644006774,-0.701320227,-0.712846364,0.995601738,-0.4437175,-0.0426829 
90,90,221.0930422,0.0003888,0.991911988,238.8443336,-3.7188294,0.002542139,-0.753643216,-0.657283731,-0.517365001,-0.855764836,0.952388928,-0.4420534,-0.0376563 
87,89,222.0953228,0.0003757,0.99165722,252.4631781,-4.4723111,0.002522119,-0.742030567,-0.670366047,-0.301318656,-0.953523501,0.862797434,-0.4401334,-0.0315616 
81,84,223.0980675,0.0003703,0.991403665,266.2812831,-4.9775689,0.002505732,-0.730185322,-0.683249146,-0.064858295,-0.997894484,0.729169129,-0.4378312,-0.0251925 
71,76,224.1012553,0.0003734,0.991151579,280.2505193,-5.1947173,0.002492962,-0.718111051,-0.69592853,0.177952464,-0.984039085,0.557031243,-0.4350276,-0.0191021 
60,66,225.104868,0.0003855,0.990901282,294.3232697,-5.1030336,0.002483569,-0.705811386,-0.708399808,0.411884475,-0.911236072,0.354806706,-0.431621,-0.0135002 
50,54,226.1088905,0.0004067,0.990653146,308.4571618,-4.7031415,0.002477297,-0.693290013,-0.720658697,0.621929332,-0.783073372,0.133151241,-0.4275359,-0.008246 
46,47,227.1133123,0.0004361,0.990407576,322.616899,-4.0170499,0.002474052,-0.680550649,-0.73270104,0.794593727,-0.607141506,-0.095908064,-0.4227298,-0.002941 
48,47,228.118127,0.0004726,0.990164992,336.7729447,-3.0865732,0.002474005,-0.66759704,-0.744522795,0.918949216,-0.394375885,-0.31986594,-0.4171964,0.0029033 
55,55,229.1233334,0.0005145,0.989925808,350.8978722,-1.97053,0.002477585,-0.654432942,-0.756120046,0.987407933,-0.158194737,-0.526578067,-0.4109675,0.0096659 
68,68,230.1289345,0.0005599,0.989690406,4.9619414,-0.7407256,0.002485367,-0.64106213,-0.767488988,0.996252371,0.086494003,-0.705042862,-0.4041121,0.0174382 
79,79,231.1349376,0.0006064,0.989459121,18.9297241,0.5234946,0.002497868,-0.627488387,-0.778625921,0.945917189,0.324408188,-0.846144675,-0.3967316,0.0259207 
87,87,232.1413527,0.0006518,0.98923222,32.7593086,1.7420667,0.002515316,-0.613715526,-0.789527234,0.840951112,0.541111104,-0.943326707,-0.3889519,0.0344262 
92,92,233.1481917,0.000694,0.989009894,46.404826,2.8416614,0.002537455,-0.599747395,-0.800189391,0.689558545,0.724229945,-0.99308206,-0.3809108,0.0419932 
92,92,234.155467,0.0007312,0.988792255,59.8219339,3.7623449,0.00256344,-0.585587896,-0.810608917,0.502689049,0.864467304,-0.995113528,-0.3727439,0.0475758 
89,89,235.1631902,0.0007619,0.988579339,72.9748565,4.4619183,0.002591848,-0.571240999,-0.820782384,0.292791338,0.95617636,-0.952067129,-0.3645729,0.0502511 
83,85,236.1713713,0.0007851,0.988371119,85.8430673,4.9170589,0.002620799,-0.55671076,-0.830706404,0.072488529,0.997369246,-0.868876164,-0.3564969,0.0493872 
73,78,237.1800177,0.0008002,0.988167518,98.4259524,5.1214588,0.00264816,-0.542001331,-0.840377628,-0.146531109,0.989206062,-0.751886588,-0.3485898,0.044737 
63,68,238.1891341,0.000807,0.987968422,110.7446333,5.082041,0.00267177,-0.527116965,-0.849792743,-0.354203446,0.935168391,-0.607992667,-0.3409021,0.0364551 
52,58,239.1987228,0.0008057,0.987773695,122.8410684,4.8146393,0.002689665,-0.512062012,-0.858948483,-0.542310571,0.840178103,-0.443973064,-0.3334662,0.0250579 
42,47,240.2087831,0.0007969,0.987583184,134.7751687,4.3402902,0.002700266,-0.496840932,-0.867841626,-0.704326624,0.70987605,-0.266121689,-0.3263017,0.0113532 
35,38,241.2193122,0.0007813,0.98739673,146.6207868,3.6828003,0.002702529,-0.481458278,-0.876469011,-0.835047522,0.550177823,-0.080173271,-0.3194215,-0.0036403 
32,33,242.2303051,0.0007598,0.987214165,158.4611987,2.8677944,0.002696035,-0.465918699,-0.884827534,-0.930169156,0.367131231,0.108535381,-0.3128349,-0.0187724 
35,34,243.2417543,0.0007338,0.987035317,170.3843096,1.9231449,0.002681052,-0.450226949,-0.892914158,-0.985950331,0.167038755,0.29475014,-0.3065495,-0.0328397 
40,40,244.2536505,0.0007046,0.986860012,182.4774555,0.8804979,0.002658537,-0.43438787,-0.900725917,-0.999065307,-0.043226283,0.472916884,-0.3005706,-0.044669 
48,48,245.2659813,0.0006738,0.98668807,194.8214818,-0.2225476,0.002630093,-0.418406416,-0.908259914,-0.966727547,-0.255808229,0.636825369,-0.2948973,-0.0532141 
59,59,246.2787321,0.0006431,0.98651932,207.4838284,-1.3402719,0.002597864,-0.402287638,-0.915513329,-0.887141125,-0.461498238,0.779393697,-0.2895169,-0.0576704 
68,68,247.2918846,0.0006145,0.9863536,220.5107439,-2.4176299,0.002564357,-0.386036707,-0.92248342,-0.76028417,-0.649590626,0.89273418,-0.2843971,-0.0576007 
77,77,248.3054176,0.0005897,0.986190775,233.9195223,-3.3911914,0.002532199,-0.369658902,-0.929167529,-0.588921018,-0.808190593,0.968644353,-0.2794785,-0.0530478 
84,84,249.3193066,0.0005707,0.986030754,247.6926619,-4.1932737,0.002503838,-0.353159613,-0.935563086,-0.379574652,-0.925161112,0.999597022,-0.274669,-0.0445931 
87,87,250.3335244,0.0005588,0.985873509,261.7765733,-4.7594948,0.002481236,-0.336544336,-0.941667622,-0.143033615,-0.989717831,0.980122389,-0.2698451,-0.0333145 
87,88,251.3480423,0.0005552,0.985719088,276.0870947,-5.038476,0.002465629,-0.319818646,-0.947478778,0.106040104,-0.994361854,0.908223151,-0.2648603,-0.0206183 
84,86,252.3628314,0.0005607,0.98556763,290.5220602,-5.0009429,0.002457408,-0.302988176,-0.952994316,0.350567996,-0.936537282,0.786296748,-0.2595614,-0.0079686 
78,81,253.3778645,0.0005751,0.985419357,304.978114,-4.6451368,0.002456176,-0.286058582,-0.958212131,0.573263493,-0.819371081,0.621144368,-0.2538071,0.0034081 
71,74,254.3931174,0.0005978,0.985274568,319.3667092,-3.9968282,0.002460949,-0.269035518,-0.963130256,0.758893057,-0.65121527,0.423035943,-0.2474858,0.0127461 
63,67,255.4085701,0.0006277,0.985133611,333.6244546,-3.1045368,0.002470461,-0.251924609,-0.967746863,0.895901455,-0.444252837,0.204224666,-0.2405254,0.0198217 
58,60,256.4242076,0.000663,0.984996866,347.715566,-2.0322405,0.002483458,-0.234731436,-0.972060262,0.977103414,-0.212764937,-0.022536548,-0.2328966,0.0248837 
56,56,257.4400195,0.0007017,0.984864719,1.6273294,-0.8519884,0.002498924,-0.217461538,-0.976068891,0.999596683,0.028398438,-0.245092663,-0.2246103,0.0284756 
58,57,258.4560004,0.0007418,0.984737538,15.3614786,0.3622048,0.00251619,-0.200120397,-0.979771314,0.964273726,0.264907872,-0.452519974,-0.2157109,0.0312165 
61,61,259.4721488,0.000781,0.984615657,28.9247554,1.5390158,0.002534918,-0.182713459,-0.983166208,0.875255637,0.483660594,-0.635439737,-0.2062703,0.0336008 
66,66,260.4884666,0.0008174,0.984499363,42.32125,2.6135122,0.002554984,-0.165246138,-0.986252358,0.739381436,0.673286783,-0.786210604,-0.1963803,0.0358613 
72,72,261.5049582,0.0008491,0.984388885,55.5481001,3.5303627,0.002576306,-0.147723824,-0.989028651,0.565714179,0.824601399,-0.899123871,-0.1861461,0.0379148 
76,76,262.5216298,0.0008747,0.984284391,68.5950996,4.2466042,0.002598671,-0.130151901,-0.991494066,0.364956414,0.931024605,-0.970605142,-0.1756786,0.0393918 
78,78,263.5384881,0.0008931,0.984185983,81.4478256,4.7335899,0.00262159,-0.112535762,-0.993647675,0.148709962,0.988880856,-0.999334352,-0.1650878,0.0397343 
78,78,264.5555398,0.0009036,0.984093702,94.0931069,4.9776083,0.002644231,-0.094880818,-0.995488639,-0.071377444,0.997449377,-0.986177173,-0.1544757,0.0383294 
76,77,265.5727904,0.000906,0.984007535,106.5252208,4.9789179,0.002665424,-0.077192517,-0.997016206,-0.284437376,0.958694622,-0.933877638,-0.1439321,0.034648 
73,75,266.5902444,0.0009003,0.983927419,118.7512664,4.7494,0.002683748,-0.05947634,-0.998229716,-0.481008147,0.876716124,-0.846555483,-0.1335319,0.0283571 
67,70,267.6079043,0.0008871,0.983853254,130.7946755,4.3094498,0.002697661,-0.041737818,-0.999128598,-0.653350254,0.757055775,-0.72912666,-0.1233348,0.0193934 
61,64,268.6257709,0.000867,0.983784907,142.6965212,3.6848832,0.002705676,-0.023982523,-0.999712378,-0.795436686,0.606036698,-0.586785809,-0.113388,0.0079927 
54,58,269.6438427,0.0008411,0.983722224,154.5148536,2.904529,0.002706525,-0.006216078,-0.99998068,-0.902696862,0.430277092,-0.424657546,-0.1037294,-0.0053127 
48,51,270.6621167,0.0008106,0.983665028,166.3225282,1.998916,0.002699326,0.011555859,-0.999933229,-0.971642168,0.236456123,-0.247668495,-0.0943908,-0.0197224 
42,44,271.6805877,0.0007767,0.983613126,178.2039042,1.0001827,0.002683729,0.029327583,-0.999569854,-0.999508698,0.031342651,-0.060642344,-0.0854015,-0.0342106 
38,40,272.6992485,0.0007411,0.983566308,190.2504861,-0.05689,0.002660027,0.047093349,-0.998890493,-0.984039188,-0.177951894,0.131412754,-0.0767897,-0.0475848 
39,38,273.7180899,0.0007053,0.983524349,202.5552173,-1.1330229,0.002629231,0.064847375,-0.997895194,-0.923510302,-0.383573619,0.322879052,-0.0685817,-0.0585641 
41,41,274.7370999,0.0006712,0.983487008,215.2048924,-2.1823015,0.002593091,0.082583829,-0.996584121,-0.817095675,-0.576502089,0.507053938,-0.060799,-0.0658901 
48,48,275.7562637,0.0006404,0.983454037,228.2702308,-3.1506492,0.002554042,0.100296833,-0.99495756,-0.665618196,-0.746292447,0.675769915,-0.0534504,-0.0684794 
