Ybrest,YLeHavre,ThetaS,PhiS,RS,ThetaL,PhiL,RL,cos(ThetaS),sin(ThetaS),cos(ThetaL),sin(ThetaL),delta,VRS,VRL 
53,51,42.1353787,-0.0000736,1.007919655,155.7578137,4.319215,0.002469883,0.741561728,0.670884643,-0.911818047,0.410594507,-0.400707817,0.4221397,0.0024266 
61,61,43.1049685,-0.0000613,1.008162622,170.0050439,4.853402,0.002473498,0.730103023,0.683337088,-0.984823036,0.173561482,-0.600421278,0.4192989,0.0102763 
74,74,44.0740124,-0.0000575,1.008404055,184.2226461,5.0876546,0.002481947,0.718441868,0.695587005,-0.997285452,-0.073632379,-0.767709349,0.4168159,0.0191129 
86,86,45.0425299,-0.0000626,1.008644132,198.3410871,5.0106943,0.002495669,0.70658171,0.707631462,-0.949200068,-0.314673213,-0.893360073,0.4145794,0.0284161 
94,94,46.0105435,-0.0000763,1.008882956,212.2848788,4.6357191,0.002514697,0.694525987,0.719467618,-0.845402827,-0.534129254,-0.971442935,0.4124563,0.037325 
98,98,46.9780772,-0.0000979,1.009120554,225.9838485,3.9982085,0.002538506,0.682278144,0.731092698,-0.694861122,-0.71914395,-0.999849448,0.4103064,0.0447925 
98,98,47.9451551,-0.0001262,1.009356869,239.3842358,3.1502405,0.00256596,0.669841656,0.742503977,-0.509278219,-0.860601938,-0.980136127,0.4079964,0.0497921 
93,95,48.9118003,-0.0001595,1.009591776,252.4566389,2.1528422,0.002595386,0.657220032,0.753698765,-0.301427481,-0.953489105,-0.91674774,0.4054118,0.0515132 
85,90,49.878034,-0.0001963,1.009825089,265.1993502,1.0684942,0.002624738,0.644416837,0.764674401,-0.083689145,-0.99649191,-0.815922549,0.4024639,0.0494953 
75,80,50.8438751,-0.0002346,1.010056578,277.6373668,-0.0444876,0.002651821,0.631435692,0.775428247,0.132902807,-0.991129075,-0.684629906,0.3990899,0.0436818 
63,69,51.8093398,-0.0002728,1.010285986,289.8184433,-1.1349555,0.002674522,0.618280284,0.78595769,0.339040769,-0.940771682,-0.529784515,0.3952498,0.0344024 
51,57,52.7744418,-0.0003093,1.010513036,301.8077431,-2.1595312,0.002691013,0.604954367,0.796260142,0.527070647,-0.849821471,-0.357825276,0.3909207,0.0223117 
41,45,53.7391925,-0.0003424,1.010737441,313.6822248,-3.0815553,0.002699922,0.591461755,0.806333053,0.690658088,-0.723181448,-0.17462726,0.3860905,0.0083081 
34,37,54.7036012,-0.0003708,1.01095891,325.5253057,-3.8692626,0.002700444,0.577806327,0.816173908,0.824376272,-0.566042192,0.014340957,0.3807533,-0.0065499 
34,34,55.6676752,-0.0003934,1.011177149,337.4218588,-4.4939495,0.002692412,0.563992023,0.825780236,0.923356762,-0.383943083,0.203713238,0.3749062,-0.0211224 
37,37,56.6314198,-0.0004092,1.011391865,349.4533251,-4.9287403,0.002676323,0.550022844,0.83514961,0.983106127,-0.183036455,0.387868004,0.3685489,-0.0342658 
45,45,57.5948383,-0.0004175,1.011602761,1.6926952,-5.148435,0.002653316,0.535902857,0.84427965,0.999563634,0.029538807,0.560608021,0.3616852,-0.0449163 
57,57,58.5579314,-0.0004178,1.011809551,14.1992964,-5.1308082,0.002625098,0.521636199,0.853168023,0.969448362,0.245295481,0.714977619,0.3543274,-0.0521828 
67,67,59.5206975,-0.0004099,1.012011954,27.0136982,-4.8595498,0.002593816,0.507227075,0.861812447,0.890897959,0.454203507,0.843325803,0.3465027,-0.0554521 
78,78,60.483132,-0.0003942,1.012209714,40.1535194,-4.3286686,0.002561866,0.492679773,0.870210688,0.764319398,0.644837854,0.9377095,0.33826,-0.054492 
86,86,61.4452278,-0.0003714,1.012402611,53.6112795,-3.5475833,0.002531649,0.477998652,0.878360569,0.59326042,0.805010605,0.990667254,0.3296768,-0.0495273 
91,91,62.4069748,-0.0003425,1.012590478,67.355401,-2.5454522,0.002505298,0.463188151,0.886259971,0.385013832,0.922910802,0.996272746,0.3208614,-0.0412506 
93,93,63.3683616,-0.0003091,1.012773218,81.3348142,-1.3729299,0.002484432,0.448252766,0.893906851,0.150660161,0.988585614,0.951237287,0.3119495,-0.0307371 
91,92,64.3293756,-0.0002734,1.01295082,95.4864723,-0.0999531,0.002469978,0.433197045,0.90129924,-0.095610734,0.9954188,0.855751921,0.3030937,-0.0192577 
86,89,65.2900055,-0.0002373,1.013123361,109.7439617,1.1905797,0.002462135,0.418025545,0.908435272,-0.337817527,0.941211622,0.713813481,0.294447,-0.0080313 
77,82,66.2502419,-0.0002034,1.013291002,124.0449544,2.4118196,0.00246047,0.402742825,0.915313179,-0.559843196,0.828598573,0.532954364,0.2861451,0.0020111 
68,72,67.2100793,-0.0001736,1.013453973,138.3357689,3.4823508,0.002464132,0.387353409,0.921931308,-0.74705333,0.66476411,0.323493191,0.2782919,0.0103738 
60,64,68.1695168,-0.00015,1.013612555,152.5724859,4.3338808,0.00247212,0.371861767,0.928288116,-0.887594289,0.460626071,0.097531326,0.2709508,0.017013 
57,58,69.1285582,-0.0001339,1.01376705,166.7192771,4.9162508,0.002483511,0.356272315,0.934382169,-0.973256218,0.229722299,-0.132095826,0.2641429,0.0222326 
58,57,70.0872126,-0.0001264,1.013917764,180.7453631,5.1998678,0.002497621,0.340589397,0.940212137,-0.999915384,-0.013008673,-0.35279149,0.2578494,0.0265047 
62,62,71.0454936,-0.0001277,1.01406498,194.6221581,5.1761822,0.002514034,0.324817298,0.945776783,-0.967611615,-0.252443583,-0.55305227,0.2520174,0.0302742 
69,69,72.0034187,-0.0001378,1.014208942,208.32179,4.8567422,0.002532548,0.308960247,0.951074953,-0.880296991,-0.474423027,-0.723188633,0.2465667,0.0337995 
76,76,72.961009,-0.0001559,1.014349843,221.8175278,4.2710309,0.00255303,0.293022423,0.956105569,-0.745272061,-0.666760493,-0.855874846,0.2413973,0.0370643 
82,82,73.9182873,-0.0001811,1.014487812,235.085944,3.4630972,0.002575257,0.277007984,0.960867617,-0.572347059,-0.82001149,-0.946467191,0.2363979,0.0397727 
85,85,74.8752781,-0.0002117,1.014622916,248.110107,2.4871138,0.002598769,0.260921065,0.965360139,-0.372824106,-0.927902035,-0.9930373,0.2314546,0.0414187 
85,85,75.832006,-0.0002463,1.014755155,260.8828882,1.4023235,0.002622781,0.244765806,0.96958223,-0.158452958,-0.987366528,-0.996116906,0.2264584,0.0414061 
83,83,76.7884952,-0.000283,1.014884469,273.4095844,0.2681268,0.00264617,0.228546357,0.973533031,0.059473358,-0.998229893,-0.958217355,0.2213125,0.0391834 
79,80,77.7447686,-0.00032,1.015010747,285.7093931,-0.859904,0.002667538,0.212266898,0.977211729,0.270758267,-0.962647371,-0.883237285,0.2159355,0.0343628 
72,76,78.7008476,-0.0003556,1.015133838,297.8156398,-1.932548,0.002685331,0.195931638,0.980617557,0.466628083,-0.884453635,-0.775883558,0.210263,0.026802 
65,69,79.6567517,-0.0003883,1.015253555,309.7749259,-2.9078735,0.002697993,0.179544825,0.983749793,0.639773418,-0.768563578,-0.641206255,0.2042457,0.0166436 
57,61,80.6124984,-0.0004165,1.015369688,321.6454594,-3.7508435,0.002704136,0.163110749,0.986607766,0.784186039,-0.62052579,-0.484306391,0.1978466,0.0043175 
49,53,81.5681036,-0.0004392,1.015482008,333.4947901,-4.4320808,0.002702695,0.146633731,0.989190856,0.894893785,-0.446279188,-0.310233677,0.1910372,-0.0094836 
42,45,82.523581,-0.0004552,1.015590271,345.3970391,-4.9263652,0.002693073,0.130118136,0.991498498,0.967696143,-0.252119367,-0.124061155,0.1837936,-0.0238456 
39,40,83.4789426,-0.0004638,1.01569422,357.4295598,-5.2114238,0.002675253,0.113568365,0.993530184,0.99899384,-0.044847597,0.068896655,0.1760948,-0.0376857 
40,39,84.4341982,-0.0004644,1.015793586,9.6688456,-5.2675354,0.002649875,0.09698886,0.995285467,0.985794939,0.167953382,0.262772687,0.1679216,-0.0498211 
43,43,85.3893555,-0.0004569,1.015888091,22.185473,-5.0784222,0.002618269,0.080384106,0.996763962,0.925966354,0.377606026,0.450817056,0.1592593,-0.059058 
51,51,86.3444196,-0.0004414,1.01597745,35.0379978,-4.6337992,0.002582431,0.063758637,0.997965348,0.818771476,0.574119561,0.625155181,0.1501023,-0.0643127 
60,60,87.2993923,-0.0004183,1.016061381,48.2660642,-3.9336756,0.002544914,0.047117045,0.998889375,0.665672465,0.746244041,0.776779764,0.1404631,-0.064767 
71,71,88.2542719,-0.0003886,1.016139614,61.8835512,-2.9939062,0.002508624,0.030463989,0.999535865,0.471265108,0.881991609,0.895938861,0.1303822,-0.0600459 
81,81,89.2090532,-0.0003537,1.016211915,75.8732241,-1.8515684,0.002476515,0.013804187,0.999904718,0.244068233,0.969758061,0.973034824,0.1199378,-0.0503782 
88,88,90.1637271,-0.0003156,1.016278107,90.1847739,-0.5678183,0.002451215,-0.002857573,0.999995917,-0.003224907,0.9999948,0.999999933,0.1092515,-0.0366729 
93,93,91.1182824,-0.0002763,1.016338095,104.7378701,0.774286,0.002434643,-0.019516471,0.999809536,-0.254397212,0.967099818,0.971880556,0.0984825,-0.0204425 
94,95,92.0727063,-0.0002384,1.016391882,119.4306976,2.0781576,0.002427729,-0.03616766,0.999345736,-0.491370457,0.870950673,0.88815256,0.087812,-0.0035462 
92,93,93.0269872,-0.0002042,1.016439579,134.152658,3.2467425,0.00243032,-0.05280632,0.998604773,-0.696572501,0.717486412,0.753268786,0.077418,0.0121887 
86,89,93.9811159,-0.0001758,1.01648139,148.7983158,4.1963101,0.002441308,-0.069427683,0.997586987,-0.855349032,0.518052152,0.576186987,0.0674506,0.0253391 
79,83,94.9350875,-0.0001549,1.016517594,163.2791652,4.8666349,0.002458938,-0.086027061,0.996292801,-0.957717937,0.287708799,0.369031865,0.0580136,0.0351178 
70,74,95.8889022,-0.0001425,1.016548514,177.5306929,5.2252204,0.0024812,-0.102599868,0.994722709,-0.999071445,0.043084199,0.145361429,0.0491596,0.041406 
62,66,96.8425653,-0.0001392,1.016574491,191.5140029,5.2660141,0.002506176,-0.119141614,0.992877271,-0.97987595,-0.199607419,-0.081441667,0.0408934,0.0446134 
59,60,97.796087,-0.0001448,1.016595857,205.2129836,5.0048213,0.002532281,-0.135647909,0.990757107,-0.904730545,-0.42598432,-0.299322186,0.0331824,0.0454479 
58,58,98.7494816,-0.0001587,1.016612916,218.6289354,4.4737566,0.002558369,-0.152114444,0.988362887,-0.781205302,-0.624274199,-0.49817684,0.0259671,0.0446802 
60,60,99.7027668,-0.0001799,1.016625932,231.7746152,3.7161949,0.002583712,-0.168536979,0.985695332,-0.618756507,-0.785582831,-0.670061977,0.0191709,0.0429563 
64,64,100.6559628,-0.000207,1.016635124,244.669132,2.7826837,0.002607888,-0.18491133,0.982755209,-0.427844874,-0.90385218,-0.809152073,0.0127068,0.0406832 
69,69,101.6090919,-0.0002385,1.016640656,257.3344439,1.7276617,0.002630629,-0.201233361,0.979543329,-0.219259713,-0.97566653,-0.911585273,0.0064831,0.0379906 
73,73,102.5621774,-0.0002726,1.016642641,269.7936244,0.6066649,0.00265167,-0.217498963,0.976060552,-0.003601926,-0.999993513,-0.975270805,0.0004079,0.0347574 
75,75,103.5152428,-0.0003075,1.016641139,282.0706836,-0.5261725,0.002670617,-0.233704042,0.972307781,0.209118235,-0.977890364,-0.999682186,-0.0056077,0.0306864 
77,77,104.468312,-0.0003415,1.016636159,294.1915188,-1.6202944,0.002686882,-0.249844522,0.968285967,0.409788013,-0.912180785,-0.985635144,-0.0116463,0.025406 
76,76,105.421408,-0.0003731,1.016627667,306.1854976,-2.6304007,0.002699664,-0.265916324,0.963996115,0.590401395,-0.807109777,-0.935048058,-0.0177818,0.0185777 
74,75,106.374553,-0.0004007,1.016615588,318.0872029,-3.5174382,0.002708001,-0.281915365,0.959439277,0.744162366,-0.667998782,-0.850695074,-0.024079,0.009992 
70,72,107.3277678,-0.0004231,1.016599812,329.9379415,-4.2488284,0.002710864,-0.297837554,0.954616568,0.865483333,-0.50093772,-0.735976886,-0.0305936,-0.0003586 
65,67,108.2810721,-0.0004391,1.016580199,341.7867185,-4.7980288,0.002707292,-0.313678792,0.949529155,0.949899625,-0.312555119,-0.594743565,-0.0373737,-0.0122341 
59,62,109.2344839,-0.0004481,1.016556582,353.6904578,-5.1436941,0.002696536,-0.329434967,0.944178268,0.993942666,-0.109899847,-0.431204517,-0.0444619,-0.0251275 
52,55,110.1880197,-0.0004493,1.016528774,5.7132843,-5.2688248,0.00267822,-0.345101957,0.938565203,0.995032515,0.099550455,-0.249953075,-0.0518978,-0.0382699 
46,49,111.1416942,-0.0004426,1.016496561,17.9246607,-5.1603603,0.002652479,-0.360675624,0.932691318,0.951462026,0.307766165,-0.05611833,-0.0597196,-0.0506577 
42,44,112.0955201,-0.0004279,1.016459711,30.3961084,-4.8097027,0.002620084,-0.376151818,0.926558045,0.862548038,0.50597518,0.144366361,-0.0679639,-0.0611077 
43,42,113.0495078,-0.0004055,1.016417968,43.1961885,-4.2146196,0.002582518,-0.391526367,0.920166889,0.729014164,0.684498611,0.34442469,-0.0766635,-0.0683501 
45,45,114.0036645,-0.0003764,1.016371065,56.3834689,-3.3827981,0.002541992,-0.40679507,0.913519442,0.553631842,0.83276154,0.535529153,-0.0858411,-0.0711717 
53,53,114.9579942,-0.0003415,1.016318721,69.9975164,-2.3368606,0.002501352,-0.421953698,0.906617382,0.342060876,0.939677794,0.70759437,-0.0954992,-0.0686195 
64,64,115.9124965,-0.0003026,1.016260667,84.0486731,-1.1197682,0.002463861,-0.436997976,0.899462489,0.103683573,0.994610334,0.849305175,-0.1056063,-0.0602494 
76,76,116.8671663,-0.0002616,1.016196664,98.5085525,0.2016514,0.00243283,-0.451923585,0.892056654,-0.147957039,0.988993789,0.949103765,-0.1160842,-0.0463641 
87,87,117.8219944,-0.0002209,1.016126532,113.3044753,1.5381355,0.002411148,-0.466726174,0.884401876,-0.39561724,0.918415483,0.996893297,-0.1268007,-0.0281408 
96,96,118.7769682,-0.000183,1.016050185,128.3215866,2.7867229,0.002400786,-0.481401377,0.876500265,-0.620074658,0.784542809,0.986156774,-0.1375771,-0.0075373 
101,100,119.7320735,-0.0001502,1.015967645,143.4149753,3.8461239,0.00240244,-0.49594484,0.868354026,-0.802973282,0.596015024,0.915782502,-0.1482102,0.0130622 
101,102,120.687297,-0.0001245,1.015879053,158.4304529,4.6340398,0.002415429,-0.510352268,0.859965443,-0.929972014,0.367630321,0.790762699,-0.1585048,0.0313685 
97,100,121.6426283,-0.0001072,1.015784652,173.2283889,5.0998739,0.0024379,-0.524619449,0.851336851,-0.993024053,0.117911959,0.621342528,-0.1683045,0.0456736 
88,93,122.5980618,-0.0000991,1.01568476,187.7031344,5.228534,0.00246725,-0.538742286,0.842470622,-0.990975868,-0.134040398,0.420955508,-0.1775093,0.0551207 
77,83,123.5535967,-0.0001001,1.015579735,201.7927093,5.0357577,0.002500634,-0.552716793,0.833369154,-0.928533075,-0.371249686,0.203827787,-0.1860769,0.0597003 
65,71,124.5092379,-0.0001098,1.015469945,215.4780011,4.5588789,0.002535398,-0.566539105,0.824034855,-0.814338421,-0.580390331,-0.016907302,-0.1940127,0.0600422 
54,59,125.4649944,-0.000127,1.015355746,228.7745344,3.8473462,0.002569368,-0.580205453,0.814470154,-0.659023812,-0.752122074,-0.230211773,-0.2013554,0.0571292 
49,50,126.4208792,-0.0001504,1.015237463,241.7211367,2.9555353,0.002600973,-0.593712159,0.804677496,-0.473763364,-0.880652187,-0.427361927,-0.2081632,0.052028 
48,48,127.3769079,-0.0001785,1.015115387,254.3689637,1.9384039,0.002629234,-0.607055615,0.794659349,-0.269441512,-0.963016755,-0.601704285,-0.2145045,0.04569 
51,51,128.3330987,-0.0002095,1.014989766,266.7727701,0.8493359,0.002653655,-0.620232279,0.784418205,-0.056296009,-0.998414122,-0.748257611,-0.2204524,0.0388302 
58,58,129.2894711,-0.0002418,1.014860805,278.9850141,-0.2607963,0.002674073,-0.633238658,0.773956589,0.156176127,-0.987729223,-0.863356301,-0.2260811,0.0318768 
65,65,130.2460459,-0.0002737,1.014728667,291.0526538,-1.3441583,0.00269049,-0.646071306,0.763277058,0.359225742,-0.933250699,-0.944414292,-0.2314648,0.0249771 
71,71,131.2028445,-0.0003035,1.014593473,303.0162097,-2.3565205,0.00270292,-0.658726814,0.752382207,0.544876284,-0.838516449,-0.989809475,-0.2366768,0.0180454 
76,76,132.1598887,-0.0003297,1.014455302,314.9105925,-3.2579916,0.002711282,-0.671201807,0.741274669,0.706002512,-0.708209328,-0.998847797,-0.2417884,0.0108411 
78,78,133.1172003,-0.0003512,1.014314191,326.7671945,-4.0138124,0.002715332,-0.683492939,0.729957124,0.836450661,-0.548042235,-0.971755454,-0.2468682,0.0030632 
79,79,134.0748004,-0.0003667,1.014170139,338.6167292,-4.5950087,0.002714659,-0.695596886,0.718432302,0.931162313,-0.364604919,-0.909657557,-0.2519813,-0.0055508 
77,78,135.0327099,-0.0003754,1.01402311,350.4923057,-4.9787331,0.002708733,-0.70751035,0.706702982,0.986263428,-0.165180054,-0.81452482,-0.2571891,-0.0151339 
73,76,135.9909483,-0.0003767,1.013873031,2.4322298,-5.1482543,0.002697004,-0.719230048,0.694772005,0.999099116,0.04243767,-0.6890976,-0.2625497,-0.0256151 
68,71,136.9495344,-0.0003703,1.013719799,14.4820647,-5.0927231,0.002679035,-0.73075272,0.682642265,0.968225969,0.250076933,-0.536820677,-0.2681184,-0.0366669 
61,65,137.9084854,-0.0003562,1.013563278,26.6955249,-4.8070094,0.002654659,-0.742075122,0.670316726,0.89340648,0.44924922,-0.361835456,-0.2739495,-0.0476795 
53,57,138.8678169,-0.0003346,1.0134033,39.1337898,-4.2920124,0.002624143,-0.753194025,0.657798419,0.775674335,0.631133366,-0.169074744,-0.2800965,-0.0577657 
46,49,139.8275425,-0.0003063,1.013239668,51.8627838,-3.555879,0.002588334,-0.764106217,0.645090451,0.617546895,0.786534063,0.035514192,-0.286612,-0.0658042 
41,43,140.7876732,-0.0002722,1.013072155,64.9479037,-2.6164569,0.002548777,-0.774808494,0.632196012,0.423442149,0.905923146,0.244634426,-0.2935443,-0.0705347 
42,41,141.748217,-0.0002337,1.012900509,78.445703,-1.5049714,0.002507744,-0.785297665,0.619118387,0.200296482,0.979735331,0.449279799,-0.3009303,-0.0707215 
47,47,142.7091777,-0.0001925,1.012724461,92.3924213,-0.2702208,0.002468159,-0.795570539,0.605860973,-0.041743496,0.99912836,0.638542776,-0.308784,-0.0653926 
59,59,143.6705544,-0.0001509,1.012543748,106.7903081,1.0184834,0.002433361,-0.805623927,0.592427285,-0.288869857,0.957368375,0.799891616,-0.317081,-0.0541375 
74,74,144.632341,-0.000111,1.012358132,121.5946246,2.2724333,0.002406693,-0.815454645,0.578820976,-0.523905996,0.85177609,0.920247445,-0.3257433,-0.0373874 
89,89,145.5945263,-0.0000753,1.012167439,136.7064627,3.3914326,0.002390969,-0.825059521,0.565045827,-0.72785011,0.685736259,0.987992075,-0.3346331,-0.0165535 
101,101,146.5570955,-0.0000459,1.01197159,151.9773245,4.2788618,0.002387928,-0.834435416,0.55110574,-0.882761725,0.469820963,0.995528676,-0.3435618,0.00611 
109,109,147.5200319,-0.0000246,1.011770625,167.2284671,4.8599071,0.002397866,-0.843579246,0.537004707,-0.975259309,0.221063973,0.941420907,-0.3523166,0.0279453 
110,111,148.4833195,-0.0000123,1.011564703,182.2812271,5.0956572,0.002419571,-0.852488013,0.522746771,-0.999207491,-0.039804405,0.831004784,-0.3606979,0.0464957 
105,108,149.4469456,-0.0000093,1.011354086,196.9880565,4.9870515,0.002450603,-0.861158824,0.508335991,-0.956365681,-0.292172353,0.675061022,-0.3685498,0.060027 
94,100,150.4109017,-0.0000153,1.011139113,211.253324,4.5682161,0.002487794,-0.869588896,0.493776418,-0.854881773,-0.518822855,0.487213206,-0.3757767,0.0677753 
79,87,151.3751848,-0.0000292,1.010920156,225.0388264,3.8939439,0.002527808,-0.877775568,0.479072074,-0.706627449,-0.707585789,0.28127572,-0.3823405,0.0698902 
63,71,152.3397966,-0.0000496,1.010697599,238.3563669,3.0272593,0.002567601,-0.885716283,0.464226955,-0.524634379,-0.85132765,0.069467969,-0.3882477,0.0671838 
48,55,153.3047428,-0.000075,1.010471812,251.2536224,2.0306775,0.002604715,-0.893408579,0.449245046,-0.321379597,-0.94695045,-0.138289509,-0.3935335,0.0608231 
40,42,154.2700328,-0.0001037,1.01024314,263.7990761,0.9618045,0.002637402,-0.900850083,0.434130312,-0.108015386,-0.994149222,-0.334284642,-0.3982479,0.0520613 
38,38,155.2356783,-0.0001338,1.010011896,276.0693467,-0.1278417,0.002664616,-0.908038497,0.418886725,0.105732084,-0.994394653,-0.512547522,-0.4024473,0.0420462 
43,43,156.2016933,-0.0001637,1.009778362,288.1399899,-1.1923143,0.002685913,-0.914971594,0.403518256,0.311339772,-0.950298662,-0.668329905,-0.4061901,0.0317034 
52,52,157.1680932,-0.0001918,1.009542784,300.0795938,-2.1902521,0.002701303,-0.921647209,0.388028892,0.501202577,-0.865329981,-0.797704991,-0.409535,0.02168 
62,62,158.1348947,-0.0002166,1.009305375,311.9465881,-3.0841655,0.002711089,-0.928063242,0.372422636,0.668437546,-0.743768275,-0.897348457,-0.4125414,0.0123335 
71,71,159.1021154,-0.0002369,1.009066312,323.7882268,-3.8403133,0.0027157,-0.934217645,0.356703508,0.806838937,-0.59077147,-0.964493427,-0.41527,0.0037559 
77,77,160.0697736,-0.0002515,1.008825739,335.6413512,-4.4291789,0.002715553,-0.940108429,0.340875552,0.910981567,-0.412447069,-0.997014572,-0.4177835,-0.0041735 
82,82,161.0378883,-0.0002595,1.008583761,347.5346238,-4.8263547,0.002710954,-0.945733659,0.324942835,0.976426623,-0.215849599,-0.993578304,-0.4201471,-0.0117129 
84,84,162.0064781,-0.0002603,1.008340445,359.4918901,-5.0135452,0.00270204,-0.951091449,0.308909462,0.999960678,-0.008868074,-0.953793482,-0.4224277,-0.019166 
83,84,162.9755621,-0.0002537,1.008095819,11.5361993,-4.979417,0.002688784,-0.956179966,0.292779563,0.979798549,0.199987008,-0.878311635,-0.4246934,-0.0267832 
81,82,163.9451585,-0.0002396,1.007849872,23.6938762,-4.7201427,0.002671051,-0.960997425,0.276557315,0.915705548,0.401849908,-0.768856143,-0.4270133,-0.0346676 
75,78,164.9152848,-0.0002182,1.007602554,35.9979452,-4.2396781,0.002648712,-0.965542091,0.26024694,0.809038074,0.587756238,-0.628198551,-0.4294566,-0.0426951 
68,72,165.8859572,-0.0001903,1.007353771,48.490193,-3.5500008,0.002621786,-0.969812278,0.243852713,0.662748233,0.748842293,-0.460134149,-0.4320925,-0.0504619 
58,63,166.8571905,-0.0001567,1.007103395,61.2211816,-2.6716575,0.002590612,-0.973806349,0.227378967,0.481429681,0.876484719,-0.26952509,-0.4349899,-0.0572683 
48,53,167.8289973,-0.0001188,1.006851253,74.2475536,-1.634939,0.002556011,-0.97752272,0.210830101,0.271481544,0.962443646,-0.062467287,-0.4382152,-0.0621522 
39,43,168.8013873,-0.0000781,1.006597139,87.625997,-0.4817598,0.002519415,-0.980959858,0.194210599,0.041422314,0.999141728,0.153410286,-0.4418283,-0.0639851 
38,38,169.7743667,-0.0000365,1.006340815,101.4034237,0.7322032,0.002482914,-0.984116284,0.177525037,-0.197715916,0.980259362,0.368596032,-0.4458751,-0.0616471 
43,43,170.7479376,0.0000037,1.006082023,115.6035782,1.9363429,0.002449185,-0.98699058,0.160778093,-0.432142069,0.90180554,0.571510726,-0.4503748,-0.0542799 
58,58,171.7220965,0.0000405,1.005820505,130.2118427,3.0469741,0.002421251,-0.989581387,0.143974573,-0.645615546,0.7636626,0.748837125,-0.4553052,-0.0415898 
76,76,172.6968346,0.0000717,1.005556033,145.1624579,3.9743825,0.002402075,-0.991887421,0.127119407,-0.820775082,0.571251489,0.886733631,-0.4605887,-0.024116 
94,94,173.6721379,0.0000954,1.005288439,160.3345855,4.6357226,0.002394038,-0.993907476,0.110217647,-0.941673854,0.336526896,0.973027886,-0.4660882,-0.0033351 
106,106,174.6479883,0.0001104,1.00501765,175.5630737,4.9710062,0.00239843,-0.995640436,0.093274444,-0.997003101,0.077361598,0.999872462,-0.4716184,0.0185115 
114,114,175.6243661,0.0001161,1.004743707,190.6644343,4.9560555,0.002415132,-0.997085288,0.076295006,-0.982727858,-0.185056634,0.965744592,-0.4769733,0.0388696 
114,115,176.6012519,0.0001125,1.00446677,205.4703896,4.6063171,0.002442597,-0.998241124,0.059284562,-0.902807652,-0.430044584,0.875724719,-0.4819613,0.0554466 
106,111,177.5786293,0.0001006,1.004187095,219.8565894,3.9699549,0.002478146,-0.999107141,0.042248313,-0.767650931,-0.640868199,0.739889927,-0.4864335,0.0666787 
94,101,178.5564857,0.0000816,1.00390501,233.7570989,3.1142877,0.002518465,-0.999682646,0.025191412,-0.591209726,-0.806517861,0.570704779,-0.4902961,0.0719312 
77,86,179.5348135,0.0000572,1.003620881,247.1632715,2.111906,0.002560128,-0.999967041,0.008118947,-0.388106452,-0.921614552,0.38061112,-0.4935081,0.0714284 
59,68,180.5136094,0.0000293,1.003335086,260.112118,1.0309114,0.002600032,-0.999959822,-0.008964055,-0.171720747,-0.985145667,0.180544747,-0.4960679,0.0660191 
42,50,181.4928737,-3.00E-07,1.003047996,272.6708905,-0.0696489,0.002635679,-0.999660573,-0.026052613,0.046598952,-0.998913679,-0.020558823,-0.4979992,0.0569004 
32,36,182.47261,-0.0000298,1.002759963,284.9226596,-1.1403711,0.002665302,-0.999068959,-0.043141792,0.25751496,-0.966274312,-0.215588398,-0.4993382,0.0453797 
32,31,183.4528241,-0.0000576,1.002471318,296.9549642,-2.1399766,0.00268788,-0.998184726,-0.06022668,0.453290008,-0.891363096,-0.398783322,-0.5001265,0.0327015 
37,37,184.4335241,-0.0000821,1.002182366,308.8517586,-3.0332249,0.002703064,-0.997007693,-0.077302396,0.627307577,-0.778771599,-0.565229569,-0.5004071,0.0199363 
49,49,185.4147193,-0.0001021,1.001893389,320.688107,-3.7892071,0.002711055,-0.995537755,-0.09436407,0.773708721,-0.633541487,-0.71047269,-0.5002238,0.0079144 
60,60,186.396421,-0.0001166,1.00160464,332.5270065,-4.3804815,0.002712459,-0.99377488,-0.111406856,0.887228381,-0.461330467,-0.830309901,-0.4996221,-0.0028052 
70,70,187.3786412,-0.0001245,1.001316348,344.4179447,-4.7831732,0.002708122,-0.991719106,-0.128425911,0.963246744,-0.268618151,-0.920772669,-0.4986516,-0.0119409 
78,78,188.3613934,-0.0001252,1.00102871,356.3970521,-4.9779289,0.002698976,-0.989370541,-0.145416412,0.998023496,-0.062841868,-0.978276808,-0.4973677,-0.0194693 
84,84,189.3446921,-0.0001186,1.000741889,8.4888232,-4.9514429,0.002685906,-0.986729361,-0.162373543,0.989044678,0.147616479,-0.999888434,-0.495833,-0.0255797 
87,87,190.3285524,-0.0001044,1.000456009,20.7093101,-4.6981579,0.002669639,-0.983795813,-0.179292496,0.935386582,0.353626841,-0.983632041,-0.494118,-0.0306021 
88,88,191.3129899,-0.000083,1.000171154,33.0704401,-4.2217275,0.002650695,-0.980570209,-0.196168461,0.838000349,0.545669695,-0.928761361,-0.4923002,-0.0349121 
86,87,192.2980202,-0.000055,0.999887359,45.5847857,-3.5359389,0.002629389,-0.977052935,-0.212996625,0.699853037,0.714286866,-0.835934155,-0.4904627,-0.0388232 
80,83,193.2836583,-0.0000214,0.99960461,58.269853,-2.6650144,0.0026059,-0.973244447,-0.229772161,0.525919245,0.850534507,-0.707277137,-0.4886921,-0.042482 
72,77,194.2699181,0.0000164,0.999322843,71.1508482,-1.6434424,0.002580389,-0.969145279,-0.246490218,0.32307767,0.946372453,-0.546380751,-0.4870755,-0.0457847 
